,segmentId,price,priceChange12h,priceChange24h,priceChangeSegmentPeriod,bestStrategy,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
2022-01-01 00:00:00+00:00,905979023,170.1966082645718,,,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-01 12:00:00+00:00,905979023,174.54270294400044,0.025535730257753415,,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-02 00:00:00+00:00,905979023,178.88879762342907,0.02489989329902273,0.05107146051550683,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-02 12:00:00+00:00,905979023,177.60514875923013,-0.007175680541500929,0.017545539077690554,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-03 00:00:00+00:00,905979023,176.32149989503122,-0.007227543081755382,-0.0143513610830017,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-03 12:00:00+00:00,905979023,173.44616938121604,-0.016307316552586864,-0.023416997801410603,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-04 00:00:00+00:00,905979023,170.57083886740085,-0.016577653597500436,-0.03261463310517373,,-0.0030100767536666,-0.0030100767536666,-0.0034406562351068,-0.0038521901505752,-0.0042581923072797,-0.0047013368033191,-0.0036693765092233,-0.0041231768474692,-0.0045511959328013,-0.0049290554501164,-0.0053589173920454,-0.0041456041352458,-0.0046286036728506,-0.0050873694601855,-0.005481324279721,-0.0059463113770149,-0.0043538099355843,-0.0048440360241513,-0.0053109364722495,-0.0057230393445912,-0.006187192711944,-0.004452168447491,-0.0049400595166528,-0.0054018277899752,-0.0058165214926773,-0.0062839627453148,-0.0044979011258759,-0.0049830131019363,-0.0054442163192681,-0.0058651177152982,-0.0063267366789775
2022-01-04 12:00:00+00:00,460417725,169.30516186942629,-0.007420242559506223,-0.023874885946245733,-0.005237744771974317,-0.0034451538160696,-0.0034451538160696,-0.0039356384067266,-0.0044535391005889,-0.005006742132832,-0.0055156423202827,-0.0042158665871874,-0.0047469144799461,-0.0052743985979902,-0.0058075622697736,-0.0063497204198173,-0.004648885981772,-0.0051782493058417,-0.0057020806752972,-0.0062256295104365,-0.0067554413255289,-0.0049088149728441,-0.005441026473872,-0.0059772762583147,-0.006505715514105,-0.007044658241085,-0.0050247306889244,-0.0055704918543022,-0.0061001236632541,-0.0066291687641178,-0.0071784282191794,-0.0050945772763853,-0.0056430782667342,-0.0061755936914271,-0.0067194845517603,-0.0072780760294492
2022-01-05 00:00:00+00:00,460417725,168.0394848714517,-0.00747571417196793,-0.014840485119012613,-0.03725860756628258,-0.0034451538160696,-0.0034451538160696,-0.0039356384067266,-0.0044535391005889,-0.005006742132832,-0.0055156423202827,-0.0042158665871874,-0.0047469144799461,-0.0052743985979902,-0.0058075622697736,-0.0063497204198173,-0.004648885981772,-0.0051782493058417,-0.0057020806752972,-0.0062256295104365,-0.0067554413255289,-0.0049088149728441,-0.005441026473872,-0.0059772762583147,-0.006505715514105,-0.007044658241085,-0.0050247306889244,-0.0055704918543022,-0.0061001236632541,-0.0066291687641178,-0.0071784282191794,-0.0050945772763853,-0.0056430782667342,-0.0061755936914271,-0.0067194845517603,-0.0072780760294492
2022-01-05 12:00:00+00:00,460417725,161.87809575918624,-0.03666631754422984,-0.043867924806498496,-0.09509092849990144,-0.0034451538160696,-0.0034451538160696,-0.0039356384067266,-0.0044535391005889,-0.005006742132832,-0.0055156423202827,-0.0042158665871874,-0.0047469144799461,-0.0052743985979902,-0.0058075622697736,-0.0063497204198173,-0.004648885981772,-0.0051782493058417,-0.0057020806752972,-0.0062256295104365,-0.0067554413255289,-0.0049088149728441,-0.005441026473872,-0.0059772762583147,-0.006505715514105,-0.007044658241085,-0.0050247306889244,-0.0055704918543022,-0.0061001236632541,-0.0066291687641178,-0.0071784282191794,-0.0050945772763853,-0.0056430782667342,-0.0061755936914271,-0.0067194845517603,-0.0072780760294492
