,segmentId,price,priceChange12h,priceChange24h,priceChangeSegmentPeriod,bestStrategy,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
2022-01-01 00:00:00+00:00,905979023,170.1966082645718,,,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-01 12:00:00+00:00,905979023,174.54270294400044,0.025535730257753415,,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-02 00:00:00+00:00,905979023,178.88879762342907,0.02489989329902273,0.05107146051550683,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-02 12:00:00+00:00,905979023,177.60514875923013,-0.007175680541500929,0.017545539077690554,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-03 00:00:00+00:00,905979023,176.32149989503122,-0.007227543081755382,-0.0143513610830017,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-03 12:00:00+00:00,905979023,173.44616938121604,-0.016307316552586864,-0.023416997801410603,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-04 00:00:00+00:00,905979023,170.57083886740085,-0.016577653597500436,-0.03261463310517373,,-0.1444836841760001,-0.1444836841760001,-0.1651514992851308,-0.1849051272276101,-0.2043932307494277,-0.2256641665593176,-0.1761300724427223,-0.1979124886785216,-0.2184574047744653,-0.2365946616055891,-0.25722803481818,-0.1989889984917999,-0.2221729762968325,-0.2441937340889077,-0.263103565426612,-0.2548249210316635,-0.2089828769080478,-0.2325137291592624,-0.2375302947929225,-0.2228509949069465,-0.2116439125234653,-0.2137040854795695,-0.2212247019001095,-0.2105320755132861,-0.1964280732031327,-0.1870674259125308,-0.2085102969182451,-0.1950756088105155,-0.1851110861625157,-0.1755073867326413,-0.1690706964482346
2022-01-04 12:00:00+00:00,460417725,169.30516186942629,-0.007420242559506223,-0.023874885946245733,-0.005237744771974317,-0.1653673831713411,-0.1653673831713411,-0.1889106435228815,-0.213769876828269,-0.2403236223759363,-0.2647508313735724,-0.2023615961849976,-0.2278518950374167,-0.2531711327035336,-0.2787629889491351,-0.3047865801512309,-0.2231465271250571,-0.2485559666804037,-0.2736998724142679,-0.2988302165009521,-0.3242611836253887,-0.2356231186965207,-0.261169270745859,-0.286909260399107,-0.3122743446770405,-0.3381435955720845,-0.2411870730683757,-0.2673836090065083,-0.2928059358361992,-0.3182001006776572,-0.3445645545206145,-0.2445397092664988,-0.2708677568032438,-0.2964284971885047,-0.3225352584844987,-0.3493476494135661
2022-01-05 00:00:00+00:00,460417725,168.0394848714517,-0.00747571417196793,-0.014840485119012613,-0.03725860756628258,-0.1653673831713411,-0.1653673831713411,-0.1889106435228815,-0.213769876828269,-0.2403236223759363,-0.2647508313735724,-0.2023615961849976,-0.2278518950374167,-0.2531711327035336,-0.2787629889491351,-0.3047865801512309,-0.2231465271250571,-0.2485559666804037,-0.2736998724142679,-0.2988302165009521,-0.3242611836253887,-0.2356231186965207,-0.261169270745859,-0.286909260399107,-0.3122743446770405,-0.3381435955720845,-0.2411870730683757,-0.2673836090065083,-0.2928059358361992,-0.3182001006776572,-0.3445645545206145,-0.2445397092664988,-0.2708677568032438,-0.2964284971885047,-0.3225352584844987,-0.3493476494135661
2022-01-05 12:00:00+00:00,460417725,161.87809575918624,-0.03666631754422984,-0.043867924806498496,-0.09509092849990144,-0.1653673831713411,-0.1653673831713411,-0.1889106435228815,-0.213769876828269,-0.2403236223759363,-0.2647508313735724,-0.2023615961849976,-0.2278518950374167,-0.2531711327035336,-0.2787629889491351,-0.3047865801512309,-0.2231465271250571,-0.2485559666804037,-0.2736998724142679,-0.2988302165009521,-0.3242611836253887,-0.2356231186965207,-0.261169270745859,-0.286909260399107,-0.3122743446770405,-0.3381435955720845,-0.2411870730683757,-0.2673836090065083,-0.2928059358361992,-0.3182001006776572,-0.3445645545206145,-0.2445397092664988,-0.2708677568032438,-0.2964284971885047,-0.3225352584844987,-0.3493476494135661
