,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
summaryMetric.exp24hROI.groupedByAll,-0.00781662003302595,-0.010875532046931424,-0.014762735855205482,-0.01797763986361622,-0.019367788627141343,-0.02051160685053422,-0.02347360714590977,-0.025490985635501458,-0.02722182157802254,-0.027985705821096232,-0.02384205201372737,-0.025399397497803868,-0.026697479835385136,-0.028740049841664686,-0.028324051583180892,-0.026277000696887445,-0.02626344286163159,-0.027936801775045324,-0.029470109440050657,-0.029095776295191566,-0.0328111128612885,-0.03340428429524175,-0.03471483546004212,-0.03641276582708419,-0.03594637548747054,-0.037664888475036226,-0.03838476227503157,-0.038912435640054144,-0.04082180411814052,-0.039757463728728605
summaryMetric.exp24hROI.results.groupedByEntryType.bullish,-0.01670233672772676,-0.021318840704108246,-0.02563736652730745,-0.02964619974692148,-0.03162378424476507,-0.027875640306086448,-0.03230361143387731,-0.035405604245004337,-0.03802176152671603,-0.040411985681894455,-0.03214906738218908,-0.03469548254256964,-0.03708667420567533,-0.03973890792412419,-0.04177076566928095,-0.036935590963720503,-0.038214581191975384,-0.04076312194837707,-0.042836500539389935,-0.0447923009305872,-0.04687809533430205,-0.049617047759427296,-0.05142685407420714,-0.05447662019705718,-0.05719726927311868,-0.052697310011524987,-0.05621277592506797,-0.05835697879833202,-0.0615928356942403,-0.06483367291348716
summaryMetric.exp24hROI.results.groupedByEntryType.bearish,0.0013929670225639062,-0.0005784999869482009,-0.005113163828403162,-0.00829040336201781,-0.009344222408244772,-0.012633863355686864,-0.01393719286954228,-0.014713345049715191,-0.015437810697980647,-0.014158156060081266,-0.013525654702010963,-0.013829947352814249,-0.013735001421329239,-0.015026088194954079,-0.011426462104364096,-0.01259873578654544,-0.010908012568489422,-0.011455454305088672,-0.01229684637894992,-0.008896998320830206,-0.01464544646444655,-0.012459174883862034,-0.013125283020260906,-0.01307470804048377,-0.008477546394218587,-0.01815656162705985,-0.015248455427138052,-0.01367827742938435,-0.013866195404492482,-0.007214810258226335
summaryMetric.exp24hROI.results.groupedByPriceTargetReached.true,0.07567154922947185,0.0759963724054953,0.07614088039383804,0.07582864350274293,0.07638408451230122,0.08310457047541311,0.08314194813526815,0.08290487260664373,0.08260128035757663,0.0834518743823478,0.10846311801298862,0.10823587529521664,0.10818617966897906,0.10806516396691696,0.10918126202261787,0.1387298603492177,0.1387496629679968,0.13878496243232644,0.13870125725356894,0.1396871543460983,0.173339730585703,0.17277942254725367,0.17251217135771174,0.17212965868847555,0.17325052071097224,0.20461142011691902,0.20399433657168728,0.20437731276378523,0.20434400263413643,0.20555243415652502
summaryMetric.exp24hROI.results.groupedByPriceTargetReached.false,-0.17124472000392688,-0.2001242578444014,-0.22958745835365585,-0.2572090035663711,-0.287246753610776,-0.22505568823608693,-0.2546224774942947,-0.2838003555608046,-0.31223875084349273,-0.3445429773846532,-0.24787941950549625,-0.2778973819136867,-0.308338508436065,-0.3381334815341191,-0.3711544557993085,-0.2606476912915685,-0.2910480053444563,-0.32229993863360695,-0.35189444618268556,-0.3846201227135895,-0.2724811393977132,-0.30315449234869746,-0.334371859259212,-0.3648081400447142,-0.39786621216875484,-0.2807501329888342,-0.31193456562975347,-0.34311016606342004,-0.37421837318244566,-0.4067655636849831
summaryMetric.meanTradeProfit.groupedByAll,-0.00016284625068804063,-0.00022657358431107133,-0.0003075569969834475,-0.00037453416382533794,-0.00040349559639877794,-0.000427325142719463,-0.0004890334822064535,-0.0005310622007396137,-0.0005671212828754695,-0.0005830355379395049,-0.0004967094169526535,-0.0005291541145375806,-0.0005561974965705237,-0.0005987510383680143,-0.0005900844079829352,-0.0005474375145184885,-0.0005471550596173248,-0.0005820167036467775,-0.0006139606133343887,-0.0006061620061498243,-0.0006835648512768437,-0.0006959225894842031,-0.0007232257387508775,-0.000758599288064254,-0.0007488828226556363,-0.0007846851765632547,-0.0007996825473964911,-0.0008106757425011279,-0.0008504542524612608,-0.0008282804943485126
summaryMetric.meanTradeProfit.results.groupedByEntryType.bullish,-0.00034796534849430746,-0.0004441425146689218,-0.0005341118026522385,-0.0006176291613941976,-0.0006588288384326057,-0.000580742506376801,-0.000672991904872444,-0.000737616755104257,-0.0007921200318065841,-0.0008419163683728011,-0.0006697722371289392,-0.0007228225529702008,-0.0007726390459515694,-0.0008278939150859207,-0.0008702242847766865,-0.0007694914784108438,-0.0007961371081661538,-0.0008492317072578557,-0.0008924270945706237,-0.0009331729360539,-0.0009766269861312927,-0.0010336884949880686,-0.0010713927932126488,-0.0011349295874386912,-0.0011916097765233059,-0.0010978606252401038,-0.001171099498438916,-0.0012157703916319171,-0.0012831840769633397,-0.0013507015190309824
summaryMetric.meanTradeProfit.results.groupedByEntryType.bearish,2.9020146303414713e-05,-1.2052083061420852e-05,-0.00010652424642506587,-0.00017271673670870435,-0.0001946713001717661,-0.0002632054865768097,-0.00029035818478213084,-0.0003065280218690665,-0.00032162105620793015,-0.0002949615845850264,-0.00028178447295856173,-0.0002881239031836302,-0.00028614586294435916,-0.0003130435040615433,-0.00023805129384091867,-0.00026247366221969666,-0.00022725026184352963,-0.00023865529802268067,-0.00025618429956145665,-0.0001853541316839626,-0.0003051134680093031,-0.00025956614341379237,-0.00027344339625543553,-0.00027238975084341186,-0.0001766155498795539,-0.00037826170056374684,-0.00031767615473204274,-0.00028496411311217394,-0.00028887907092692674,-0.00015030854704638197
summaryMetric.meanTradeProfit.results.groupedByPriceTargetReached.true,0.0015764906089473301,0.0015832577584478187,0.0015862683415382925,0.0015797634063071445,0.0015913350940062756,0.0017313452182377731,0.0017321239194847532,0.0017271848459717441,0.0017208600074495133,0.0017385807162989125,0.002259648291937263,0.0022549140686503465,0.0022538787431037304,0.0022513575826441034,0.0022746096254712056,0.002890205423942035,0.002890617978499933,0.002891353384006801,0.0028896095261160197,0.002910149048877048,0.0036112443872021458,0.003599571303067785,0.003594003569952328,0.003586034556009907,0.003609385848145255,0.00426273791910248,0.004249882011910152,0.004257860682578859,0.004257166721544509,0.004282342378260938
summaryMetric.meanTradeProfit.results.groupedByPriceTargetReached.false,-0.003567598333415143,-0.004169255371758363,-0.004783072049034497,-0.005358520907632731,-0.005984307366891166,-0.004688660171585144,-0.005304634947797806,-0.005912507407516762,-0.006504973975906098,-0.007177978695513608,-0.005164154573031172,-0.005789528789868472,-0.006423718925751353,-0.0070444475319608145,-0.007732384495818927,-0.0054301602352410105,-0.006063500111342839,-0.006714582054866812,-0.0073311342954726156,-0.00801291922319978,-0.0056766904041190246,-0.006315718590597864,-0.006966080401233583,-0.007600169584264878,-0.008288879420182393,-0.005848961103934046,-0.006498636783953197,-0.0071481284596545845,-0.007796216107967617,-0.008474282576770482
summaryMetric.meanCandlesToExit.groupedByAll,1.7271222511231952,1.933081106644599,2.1354930243556374,2.3572948687633013,2.5611255615984856,2.275177916756521,2.515203795557472,2.757601897778734,3.021350010782835,3.260944576234637,2.9403361344537857,3.2628151260504183,3.589915966386562,3.924789915966384,4.2153361344537785,3.6852548036758583,4.099832915622391,4.49498746867168,4.921679197994991,5.302005012531321,4.614261884904089,5.125729774812339,5.6267723102585565,6.173894912427028,6.655129274395333,5.41229166666666,6.041875000000001,6.669583333333325,7.296458333333334,7.878749999999996
summaryMetric.meanCandlesToExit.results.groupedByEntryType.bullish,1.8140892038349303,2.035848270112547,2.2726135889954135,2.5377240516882056,2.7799082951229637,2.382262996941893,2.6349388379204877,2.8967889908256885,3.2025993883792063,3.46406727828746,3.062872023809525,3.406622023809523,3.7406994047619047,4.115327380952378,4.400669642857141,3.835428994082841,4.289571005917161,4.6960059171597655,5.1667899408284015,5.558062130177515,4.8134466198744015,5.379017362393792,5.901366826745478,6.523088289619503,7.036202438123388,5.59940981187754,6.284028033935819,6.952784950202876,7.633714496495753,8.257469568424945
summaryMetric.meanCandlesToExit.results.groupedByEntryType.bearish,1.6131147540983601,1.7983606557377063,1.9557377049180313,2.1207650273224057,2.2743169398907095,2.1365660564077165,2.3602177140029714,2.5774369124195946,2.786739238000987,2.9980207817911926,2.7813706563706577,3.076254826254826,3.3943050193050213,3.67760617760618,3.9749034749034773,3.490403071017275,3.8536468330134332,4.234165067178497,4.603646833013438,4.969769673704409,4.356151268549549,4.797510770703686,5.270943034944951,5.7213977979894635,6.161321206318819,5.169459071325992,5.727620871230254,6.302058401148874,6.858784107228342,7.387266634753474
summaryMetric.meanCandlesToExit.results.groupedByPriceTargetReached.true,1.6432937792161098,1.8105006954102896,1.9283288043478257,2.0997672098436975,2.2317666126418136,2.1134659276165597,2.274509803921569,2.455606758832566,2.67715827338129,2.8248025738520064,2.7317725752508366,2.97041800643087,3.21113184079602,3.4793814432989687,3.664212076583205,3.60092559629761,3.953882672092236,4.208115183246068,4.588366179275273,4.808379544054225,4.650504266873546,5.0206033848417935,5.3650793650793664,5.800886464370952,6.047713063507741,5.62271214642263,6.048722986247547,6.538057742782147,7.015545914678232,7.369482099409115
summaryMetric.meanCandlesToExit.results.groupedByPriceTargetReached.false,1.8881215469613248,2.1936437546193623,2.610116731517511,2.990998363338789,3.449300699300699,2.5910828025477715,3.031186440677966,3.468885672937772,3.9039200614911587,4.485221674876847,3.2926553672316397,3.8139393939393917,4.378886010362693,4.929548563611489,5.586080586080585,3.804951995957558,4.333877107123434,5.001154734411086,5.560292326431182,6.341115434500657,4.572137060414791,5.263233878729549,6.005099439061714,6.761137949543743,7.7057484348321,5.201168614357262,6.034146341463422,6.834036568213782,7.678466076696164,8.64066562662507
summaryMetric.meanTimeToExitMin.groupedByAll,1.7271222511231974,1.9330811066445965,2.1354930243556356,2.3572948687633026,2.5611255615984883,2.275177916756517,2.5152037955574755,2.757601897778739,3.0213500107828333,3.2609445762346323,2.9403361344537773,3.2628151260504206,3.5899159663865507,3.9247899159663873,4.215336134453783,3.6852548036758557,4.099832915622387,4.494987468671678,4.921679197994981,5.302005012531335,4.614261884904088,5.125729774812347,5.626772310258549,6.173894912427026,6.655129274395335,5.412291666666661,6.04187499999999,6.669583333333342,7.296458333333335,7.8787499999999975
summaryMetric.meanTimeToExitMin.results.groupedByEntryType.bullish,1.8140892038349312,2.035848270112547,2.272613588995416,2.537724051688201,2.779908295122965,2.3822629969418982,2.634938837920488,2.8967889908256845,3.2025993883792117,3.4640672782874598,3.0628720238095255,3.406622023809525,3.740699404761907,4.11532738095239,4.400669642857141,3.8354289940828377,4.289571005917158,4.696005917159753,5.166789940828396,5.558062130177519,4.8134466198744015,5.3790173623938,5.9013668267454635,6.523088289619508,7.036202438123391,5.599409811877537,6.284028033935824,6.952784950202881,7.633714496495761,8.257469568424927
summaryMetric.meanTimeToExitMin.results.groupedByEntryType.bearish,1.61311475409836,1.7983606557377059,1.9557377049180313,2.120765027322405,2.2743169398907055,2.1365660564077236,2.360217714002969,2.5774369124195973,2.7867392380009894,2.998020781791193,2.7813706563706555,3.0762548262548246,3.3943050193050204,3.677606177606178,3.974903474903472,3.490403071017278,3.8536468330134297,4.234165067178499,4.603646833013435,4.969769673704414,4.356151268549541,4.797510770703692,5.270943034944952,5.721397797989463,6.161321206318809,5.169459071325992,5.727620871230247,6.302058401148867,6.85878410722834,7.387266634753476
summaryMetric.meanTimeToExitMin.results.groupedByPriceTargetReached.true,1.6432937792161093,1.8105006954102911,1.9283288043478264,2.0997672098436975,2.2317666126418176,2.11346592761656,2.274509803921569,2.4556067588325674,2.6771582733812953,2.8248025738520033,2.731772575250832,2.970418006430866,3.2111318407960208,3.479381443298972,3.66421207658321,3.60092559629762,3.953882672092228,4.208115183246083,4.588366179275273,4.808379544054222,4.650504266873548,5.02060338484179,5.365079365079359,5.800886464370947,6.047713063507725,5.622712146422619,6.048722986247551,6.53805774278215,7.015545914678244,7.369482099409102
summaryMetric.meanTimeToExitMin.results.groupedByPriceTargetReached.false,1.8881215469613257,2.193643754619366,2.610116731517512,2.9909983633387887,3.449300699300699,2.5910828025477732,3.0311864406779656,3.468885672937768,3.9039200614911636,4.485221674876843,3.292655367231636,3.8139393939393944,4.378886010362691,4.929548563611492,5.586080586080587,3.804951995957557,4.3338771071234365,5.0011547344110845,5.560292326431179,6.341115434500647,4.57213706041479,5.263233878729547,6.005099439061703,6.76113794954374,7.7057484348321,5.201168614357258,6.034146341463415,6.834036568213782,7.67846607669616,8.640665626625061
