,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
summaryMetric.exp24hROI.groupedByAll,-0.024258669302565802,-0.027099347245196304,-0.02866592662190965,-0.030970842173865084,-0.030872755846442307,-0.03355871307792399,-0.035587766511618386,-0.03699283160707547,-0.03871023681281376,-0.03753042283540705,-0.03956913113544922,-0.04114448124907257,-0.041551260125013326,-0.04200414880680242,-0.040879591283953756,-0.04416583398282682,-0.046137199419310305,-0.04607990292634698,-0.046438321746946905,-0.044647029010416214,-0.050125613709366364,-0.05222001072856768,-0.05085394654606345,-0.051483795375853195,-0.04939270635781451,-0.052471943887508435,-0.054555048351686945,-0.052851223765411515,-0.05331940066462297,-0.051135786386245635
summaryMetric.exp24hROI.results.groupedByEntryType.bullish,-0.026565182328689554,-0.030245207233994792,-0.03349584185933961,-0.035736817041181326,-0.0359204545059207,-0.03416489046642944,-0.03733704969584256,-0.039785082010456704,-0.0410604369186183,-0.03996901857018216,-0.03746152876667132,-0.03938859364444783,-0.04092985563646559,-0.04076487919467475,-0.039803257390252714,-0.04224611214769789,-0.04464710186826036,-0.045269284934483525,-0.04537530576783697,-0.044217284814484725,-0.04694058923224155,-0.04938751014110988,-0.048372840641451094,-0.048337113672450124,-0.04752135764788275,-0.04824947098805614,-0.05094096785311416,-0.049430007240760854,-0.049104980682056876,-0.04831356346418214
summaryMetric.exp24hROI.results.groupedByEntryType.bearish,-0.0348726535052062,-0.03819192311986172,-0.03838578180152543,-0.042082114763033876,-0.04155068126434307,-0.0391194307783028,-0.04004083266753352,-0.040351975883149926,-0.042972443955043245,-0.041454019200083625,-0.04478980386054325,-0.04600220809038903,-0.044950318945393426,-0.046240012180071684,-0.044831928892866225,-0.04733490514222835,-0.04877413041821184,-0.047828675889468354,-0.04852177578269416,-0.04587732366828674,-0.05457000371349348,-0.056215299369699503,-0.05438074752416079,-0.05587904333108398,-0.05211335888461602,-0.05816016133460902,-0.05945444338760186,-0.05748829246959354,-0.05898848902565826,-0.05498144960402988
summaryMetric.exp24hROI.results.groupedByPriceTargetReached.true,0.04963603116803145,0.04991734967593543,0.0500139060188705,0.05004505502461083,0.049995982121504766,0.05255579765933682,0.052668384740573906,0.05268289066778389,0.052852202381856,0.052724687106471976,0.06765045733075462,0.06737116602616955,0.0673347727894888,0.06745539179534313,0.06751785394540838,0.08967362274411617,0.08953524305680749,0.08953156984554046,0.0897136045613911,0.08987214546371597,0.11613854251226893,0.11574493009493843,0.11573244914329239,0.11596829682021756,0.11604276779615288,0.1422786541877554,0.14188415457389988,0.14201139216725775,0.14209077049320207,0.14219946442791634
summaryMetric.exp24hROI.results.groupedByPriceTargetReached.false,-0.16639784520497616,-0.19258610024055942,-0.21766071525263692,-0.24398868334833143,-0.2681081277135028,-0.2029870766398717,-0.22939265190366698,-0.2551135077046156,-0.28299075303530163,-0.3072243695206428,-0.22803372024795443,-0.2546796472191385,-0.2807229727975548,-0.3092892788177009,-0.33479183734748996,-0.2410289078374041,-0.26902006495686104,-0.2956448330551068,-0.32381848272578373,-0.34964520275285316,-0.2506859877775086,-0.2787609345211419,-0.3062155684053388,-0.33554690338572646,-0.36307668769566015,-0.2573927970511371,-0.28533489617235147,-0.3133561435691904,-0.3430773779694438,-0.3711970794025108
summaryMetric.meanTradeProfit.groupedByAll,-0.0005053889438034542,-0.000564569734274923,-0.0005972068046231177,-0.0006452258786221892,-0.000643182413467548,-0.0006991398557900832,-0.0007414118023253831,-0.0007706839918140723,-0.0008064632669336201,-0.0007818838090709802,-0.0008243568986551921,-0.0008571766926890119,-0.0008656512526044442,-0.0008750864334750505,-0.0008516581517490367,-0.0009201215413088921,-0.0009611916545689647,-0.0009599979776322287,-0.0009674650363947272,-0.0009301464377170045,-0.0010442836189451326,-0.0010879168901784934,-0.0010594572197096552,-0.001072579070330275,-0.0010290147157878023,-0.0010931654976564257,-0.0011365635073268114,-0.0011010671617794066,-0.0011108208471796452,-0.001065328883046784
summaryMetric.meanTradeProfit.results.groupedByEntryType.bullish,-0.0005534412985143657,-0.0006301084840415581,-0.0006978300387362418,-0.0007445170216912776,-0.0007483428022066812,-0.0007117685513839467,-0.0007778552019967201,-0.000828855875217848,-0.0008554257691378811,-0.000832687886878795,-0.0007804485159723191,-0.0008205957009259964,-0.0008527053257596997,-0.0008492683165557239,-0.0008292345289635982,-0.0008801273364103727,-0.0009301479555887575,-0.00094311010280174,-0.0009453188701632702,-0.0009211934336350985,-0.0009779289423383656,-0.0010289064612731226,-0.0010077675133635645,-0.0010070232015093777,-0.0009900282843308906,-0.0010051973122511696,-0.001061270163606545,-0.0010297918175158512,-0.001023020430876185,-0.0010065325721704613
summaryMetric.meanTradeProfit.results.groupedByEntryType.bearish,-0.0007265136146917959,-0.0007956650649971191,-0.0007997037875317798,-0.0008767107242298724,-0.0008656391930071472,-0.0008149881412146416,-0.0008341840139069484,-0.0008406661642322901,-0.0008952592490634009,-0.0008636254000017422,-0.0009331209137613178,-0.0009583793352164381,-0.0009364649780290297,-0.0009633335870848267,-0.0009339985186013797,-0.0009861438571297572,-0.00101612771704608,-0.0009964307476972574,-0.0010108703288061285,-0.0009557775764226405,-0.0011368750773644474,-0.001171152070202073,-0.001132932240086683,-0.0011641467360642497,-0.0010856949767628337,-0.0012116700278043547,-0.0012386342372417054,-0.0011976727597831987,-0.0012289268547012136,-0.0011454468667506225
summaryMetric.meanTradeProfit.results.groupedByPriceTargetReached.true,0.0010340839826673217,0.0010399447849153214,0.0010419563753931353,0.0010426053130127256,0.0010415829608646826,0.0010949124512361838,0.001097258015428623,0.0010975602222454976,0.001101087549622,0.0010984309813848328,0.0014093845277240546,0.0014035659588785324,0.0014028077664476832,0.001405320662402982,0.001406621957196008,0.0018682004738357536,0.0018653175636834892,0.0018652410384487597,0.0018690334283623148,0.0018723363638274162,0.002419552969005603,0.0024113527103112172,0.002411092690485258,0.0024160061837545325,0.002417557662419852,0.0029641386289115707,0.0029559198869562476,0.002958570670151203,0.0029602243852750432,0.002962488842248257
summaryMetric.meanTradeProfit.results.groupedByPriceTargetReached.false,-0.00346662177510367,-0.004012210421678321,-0.0045345982344299355,-0.005083097569756905,-0.005585585994031308,-0.004228897429997327,-0.004779013581326395,-0.005314864743846159,-0.005895640688235451,-0.006400507698346725,-0.004750702505165717,-0.005305825983732052,-0.005848395266615725,-0.006443526642035436,-0.006974829944739374,-0.005021435579945919,-0.005604584686601272,-0.006159267355314725,-0.006746218390120495,-0.007284275057351108,-0.005222624745364763,-0.005807519469190457,-0.006379491008444559,-0.006990560487202635,-0.007564097660326253,-0.005362349938565356,-0.005944477003590656,-0.0065282529910247996,-0.007147445374363413,-0.007733272487552308
